ECLI,jaartal_delict,jaartal_uitspraak,regionale_eenheid,veroordeling,tenlastelegging,modus_operandi,geslacht_dader,geslacht_slachtoffer,strafmaat,moord_of_doodslag,verweer_verdediging,bewijstypen,aanleiding,gedraging,gevolg
ECLI:NL:GHARL:2018:3690,2022,2024,Amsterdam,Doodslag,Doodslag,Anders,Man,Man,8,Moord,Geen verweer,Observatie,Wraak,Vergiftiging,Geen letsel
ECLI:NL:PHR:2022:2609,2012,2022,Oost-Nederland,Moord,Doodslag,Mes,Man,Man,12,Doodslag,Noodweer,Forensisch bewijs,Wraak,Steekpartij,Dood later
ECLI:NL:RBDHA:2020:6913,2011,2022,Amsterdam,Doodslag,Poging tot moord,Vuurwapen,Man,Vrouw,15,Doodslag,Ontkenning,Getuigenverklaring,Financieel,Slag met voorwerp,Geen letsel
ECLI:NL:RBDHA:2023:3678,2014,2023,Rotterdam,Doodslag,Doodslag,Vuurwapen,Man,Man,15,Doodslag,Geen verweer,Forensisch bewijs,Wraak,Slag met voorwerp,Dood later
ECLI:NL:PHR:2016:8709,2021,2017,Oost-Nederland,Doodslag,Doodslag,Mes,Man,Man,12,Doodslag,Ontkenning,Getuigenverklaring,Ruzie,Steekpartij,Dood later
ECLI:NL:RBDHA:2023:6027,2018,2021,Midden-Nederland,Poging tot moord,Doodslag,Mes,Vrouw,Man,10,Doodslag,Ontkenning,Forensisch bewijs,Wraak,Vergiftiging,Dood direct
ECLI:NL:HR:2016:1111,2016,2024,Oost-Nederland,Doodslag,Moord,Vuurwapen,Man,Man,15,Moord,Noodweer,Observatie,Relatieproblemen,Schietpartij,Dood direct
ECLI:NL:PHR:2023:2555,2012,2012,Amsterdam,Moord,Poging tot moord,Vuurwapen,Man,Man,8,Doodslag,Ontkenning,Observatie,Financieel,Steekpartij,Zwaar gewond
ECLI:NL:PHR:2020:8625,2022,2022,Midden-Nederland,Moord,Poging tot moord,Vergif,Man,Man,10,Moord,Noodweer,Getuigenverklaring,Financieel,Vergiftiging,Geen letsel
ECLI:NL:RBDHA:2016:3465,2018,2021,Noord-Nederland,Doodslag,Poging tot moord,Mes,Man,Man,15,Moord,Noodweer,Bekentenis,Financieel,Verstikking,Dood direct
ECLI:NL:RBDHA:2016:8461,2019,2013,Noord-Nederland,Poging tot moord,Moord,Mes,Man,Vrouw,12,Doodslag,Geen verweer,Observatie,Ruzie,Slag met voorwerp,Dood later
ECLI:NL:RBDHA:2015:7529,2010,2011,Noord-Nederland,Doodslag,Poging tot moord,Vuurwapen,Man,Vrouw,8,Doodslag,Geen verweer,Forensisch bewijs,Ruzie,Slag met voorwerp,Dood later
ECLI:NL:PHR:2023:6906,2012,2018,Oost-Nederland,Vrijspraak,Poging tot moord,Mes,Man,Man,12,Doodslag,Geen verweer,Bekentenis,Ruzie,Verstikking,Dood direct
ECLI:NL:RBDHA:2015:9255,2013,2022,Midden-Nederland,Doodslag,Doodslag,Wurging,Man,Vrouw,15,Moord,Ontkenning,Observatie,Relatieproblemen,Steekpartij,Zwaar gewond
ECLI:NL:RBDHA:2019:456,2013,2016,Noord-Nederland,Moord,Doodslag,Vuurwapen,Man,Man,10,Doodslag,Ontkenning,Bekentenis,Psychose,Schietpartij,Geen letsel
ECLI:NL:RBDHA:2019:149,2010,2011,Rotterdam,Moord,Poging tot moord,Mes,Vrouw,Man,15,Doodslag,Noodweer,Getuigenverklaring,Ruzie,Verstikking,Dood direct
ECLI:NL:PHR:2016:842,2013,2012,Midden-Nederland,Moord,Poging tot moord,Mes,Man,Man,15,Moord,Geen verweer,Bekentenis,Psychose,Vergiftiging,Zwaar gewond
ECLI:NL:RBDHA:2020:1144,2010,2012,Rotterdam,Doodslag,Moord,Anders,Man,Man,20,Doodslag,Ontkenning,Observatie,Financieel,Slag met voorwerp,Dood direct
ECLI:NL:HR:2016:7834,2017,2011,Amsterdam,Moord,Moord,Mes,Man,Vrouw,15,Doodslag,Noodweer,Observatie,Financieel,Schietpartij,Dood later
ECLI:NL:HR:2019:6798,2010,2013,Noord-Nederland,Doodslag,Poging tot moord,Mes,Man,Man,10,Moord,Noodweer,Bekentenis,Financieel,Steekpartij,Geen letsel
ECLI:NL:PHR:2017:6987,2015,2023,Rotterdam,Vrijspraak,Doodslag,Wurging,Vrouw,Vrouw,8,Moord,Geen verweer,Observatie,Wraak,Vergiftiging,Dood later
ECLI:NL:GHARL:2021:7448,2021,2015,Oost-Nederland,Doodslag,Doodslag,Mes,Man,Vrouw,12,Doodslag,Noodweer,Getuigenverklaring,Financieel,Steekpartij,Zwaar gewond
ECLI:NL:RBDHA:2021:1414,2013,2019,Oost-Nederland,Moord,Poging tot moord,Mes,Man,Man,12,Moord,Geen verweer,Bekentenis,Relatieproblemen,Vergiftiging,Dood direct
ECLI:NL:PHR:2020:2043,2014,2012,Noord-Nederland,Vrijspraak,Doodslag,Vuurwapen,Man,Man,20,Doodslag,Geen verweer,Forensisch bewijs,Relatieproblemen,Verstikking,Zwaar gewond
ECLI:NL:PHR:2023:6539,2015,2020,Amsterdam,Doodslag,Moord,Mes,Vrouw,Man,10,Doodslag,Noodweer,Observatie,Financieel,Verstikking,Dood later
ECLI:NL:PHR:2018:156,2017,2024,Midden-Nederland,Moord,Poging tot moord,Vergif,Man,Man,15,Moord,Ontkenning,Forensisch bewijs,Psychose,Slag met voorwerp,Geen letsel
ECLI:NL:HR:2019:7685,2018,2014,Amsterdam,Moord,Doodslag,Vuurwapen,Man,Man,8,Moord,Ontkenning,Getuigenverklaring,Relatieproblemen,Steekpartij,Dood later
ECLI:NL:RBDHA:2023:6314,2016,2015,Midden-Nederland,Vrijspraak,Poging tot moord,Mes,Man,Vrouw,20,Doodslag,Noodweer,Getuigenverklaring,Psychose,Verstikking,Dood direct
ECLI:NL:PHR:2018:7646,2020,2017,Midden-Nederland,Doodslag,Moord,Mes,Man,Man,12,Doodslag,Ontkenning,Getuigenverklaring,Relatieproblemen,Verstikking,Dood direct
ECLI:NL:GHARL:2017:4616,2011,2017,Oost-Nederland,Poging tot moord,Poging tot moord,Vuurwapen,Vrouw,Vrouw,12,Doodslag,Noodweer,Observatie,Psychose,Steekpartij,Zwaar gewond
ECLI:NL:PHR:2016:627,2020,2018,Noord-Nederland,Doodslag,Poging tot moord,Vuurwapen,Man,Vrouw,12,Doodslag,Geen verweer,Getuigenverklaring,Relatieproblemen,Verstikking,Dood direct
ECLI:NL:RBDHA:2015:4043,2010,2021,Rotterdam,Moord,Poging tot moord,Mes,Man,Man,15,Doodslag,Geen verweer,Bekentenis,Relatieproblemen,Vergiftiging,Zwaar gewond
ECLI:NL:PHR:2016:1753,2013,2017,Oost-Nederland,Doodslag,Doodslag,Anders,Man,Man,15,Moord,Noodweer,Forensisch bewijs,Relatieproblemen,Verstikking,Geen letsel
ECLI:NL:HR:2022:9894,2015,2017,Noord-Nederland,Moord,Moord,Vergif,Man,Man,15,Doodslag,Noodweer,Forensisch bewijs,Financieel,Schietpartij,Dood direct
ECLI:NL:HR:2018:824,2017,2016,Amsterdam,Doodslag,Moord,Mes,Man,Man,15,Moord,Ontkenning,Forensisch bewijs,Financieel,Steekpartij,Dood later
ECLI:NL:RBDHA:2022:3939,2019,2011,Amsterdam,Moord,Doodslag,Mes,Man,Man,15,Moord,Ontkenning,Observatie,Ruzie,Slag met voorwerp,Dood direct
ECLI:NL:PHR:2015:2395,2017,2017,Oost-Nederland,Doodslag,Moord,Vuurwapen,Vrouw,Vrouw,12,Moord,Geen verweer,Observatie,Psychose,Schietpartij,Zwaar gewond
ECLI:NL:GHARL:2018:9538,2012,2021,Rotterdam,Doodslag,Moord,Wurging,Vrouw,Vrouw,8,Moord,Ontkenning,Forensisch bewijs,Ruzie,Schietpartij,Dood later
ECLI:NL:GHARL:2020:3981,2017,2012,Oost-Nederland,Vrijspraak,Moord,Vuurwapen,Vrouw,Vrouw,12,Doodslag,Geen verweer,Bekentenis,Psychose,Schietpartij,Dood direct
ECLI:NL:GHARL:2017:8640,2019,2019,Rotterdam,Vrijspraak,Poging tot moord,Wurging,Vrouw,Vrouw,15,Moord,Geen verweer,Forensisch bewijs,Ruzie,Verstikking,Dood direct
ECLI:NL:PHR:2021:5023,2018,2011,Oost-Nederland,Moord,Doodslag,Anders,Vrouw,Vrouw,10,Doodslag,Ontkenning,Forensisch bewijs,Relatieproblemen,Schietpartij,Dood later
ECLI:NL:GHARL:2015:9221,2015,2021,Oost-Nederland,Vrijspraak,Doodslag,Vuurwapen,Man,Man,12,Doodslag,Noodweer,Observatie,Wraak,Schietpartij,Dood direct
ECLI:NL:PHR:2021:9207,2015,2022,Noord-Nederland,Poging tot moord,Moord,Vuurwapen,Man,Man,8,Doodslag,Ontkenning,Bekentenis,Ruzie,Steekpartij,Zwaar gewond
ECLI:NL:RBDHA:2015:5742,2012,2020,Amsterdam,Moord,Poging tot moord,Wurging,Vrouw,Vrouw,12,Doodslag,Ontkenning,Forensisch bewijs,Financieel,Vergiftiging,Dood direct
ECLI:NL:RBDHA:2023:5322,2014,2012,Amsterdam,Vrijspraak,Poging tot moord,Mes,Man,Vrouw,15,Moord,Noodweer,Observatie,Wraak,Schietpartij,Dood later
ECLI:NL:RBDHA:2021:2544,2021,2023,Rotterdam,Doodslag,Moord,Mes,Man,Man,15,Doodslag,Noodweer,Bekentenis,Relatieproblemen,Slag met voorwerp,Geen letsel
ECLI:NL:GHARL:2021:3112,2021,2022,Rotterdam,Moord,Poging tot moord,Mes,Vrouw,Vrouw,10,Doodslag,Noodweer,Bekentenis,Ruzie,Slag met voorwerp,Dood later
ECLI:NL:RBDHA:2018:3792,2011,2020,Oost-Nederland,Vrijspraak,Moord,Mes,Man,Vrouw,20,Moord,Noodweer,Observatie,Financieel,Verstikking,Dood direct
ECLI:NL:GHARL:2017:7686,2014,2011,Amsterdam,Vrijspraak,Poging tot moord,Vuurwapen,Man,Vrouw,10,Doodslag,Noodweer,Bekentenis,Ruzie,Slag met voorwerp,Dood direct
ECLI:NL:HR:2023:6861,2010,2022,Amsterdam,Doodslag,Moord,Vergif,Man,Man,20,Doodslag,Ontkenning,Bekentenis,Ruzie,Verstikking,Dood later
ECLI:NL:RBDHA:2023:8783,2016,2024,Oost-Nederland,Doodslag,Poging tot moord,Vuurwapen,Man,Man,10,Doodslag,Ontkenning,Bekentenis,Ruzie,Schietpartij,Dood direct
ECLI:NL:PHR:2021:4078,2010,2012,Oost-Nederland,Moord,Doodslag,Anders,Man,Man,8,Moord,Geen verweer,Forensisch bewijs,Wraak,Verstikking,Dood direct
ECLI:NL:GHARL:2018:5511,2012,2016,Rotterdam,Doodslag,Moord,Vergif,Man,Vrouw,20,Doodslag,Noodweer,Getuigenverklaring,Relatieproblemen,Slag met voorwerp,Dood later
ECLI:NL:HR:2022:6179,2019,2019,Oost-Nederland,Doodslag,Doodslag,Vuurwapen,Man,Vrouw,20,Doodslag,Noodweer,Forensisch bewijs,Wraak,Steekpartij,Zwaar gewond
ECLI:NL:HR:2023:3220,2022,2012,Amsterdam,Vrijspraak,Doodslag,Vuurwapen,Man,Man,12,Doodslag,Ontkenning,Forensisch bewijs,Financieel,Slag met voorwerp,Dood later
ECLI:NL:HR:2019:6279,2013,2015,Oost-Nederland,Doodslag,Poging tot moord,Wurging,Man,Vrouw,10,Moord,Ontkenning,Bekentenis,Psychose,Schietpartij,Zwaar gewond
ECLI:NL:HR:2016:3182,2013,2023,Rotterdam,Moord,Moord,Mes,Man,Man,20,Doodslag,Noodweer,Bekentenis,Psychose,Slag met voorwerp,Dood direct
ECLI:NL:PHR:2022:3522,2020,2021,Noord-Nederland,Vrijspraak,Poging tot moord,Vergif,Man,Vrouw,20,Doodslag,Geen verweer,Forensisch bewijs,Ruzie,Vergiftiging,Zwaar gewond
ECLI:NL:GHARL:2019:351,2013,2015,Oost-Nederland,Vrijspraak,Moord,Vuurwapen,Man,Vrouw,8,Doodslag,Noodweer,Forensisch bewijs,Wraak,Vergiftiging,Geen letsel
ECLI:NL:PHR:2018:2022,2020,2020,Oost-Nederland,Doodslag,Doodslag,Wurging,Vrouw,Vrouw,8,Moord,Ontkenning,Forensisch bewijs,Financieel,Steekpartij,Dood direct
ECLI:NL:RBDHA:2018:3450,2013,2012,Rotterdam,Moord,Poging tot moord,Wurging,Vrouw,Vrouw,15,Doodslag,Ontkenning,Forensisch bewijs,Ruzie,Slag met voorwerp,Dood later
ECLI:NL:RBDHA:2018:9145,2014,2015,Rotterdam,Doodslag,Doodslag,Mes,Man,Vrouw,8,Moord,Ontkenning,Bekentenis,Ruzie,Vergiftiging,Dood later
ECLI:NL:GHARL:2019:6336,2020,2023,Noord-Nederland,Doodslag,Doodslag,Wurging,Man,Vrouw,12,Moord,Ontkenning,Forensisch bewijs,Financieel,Steekpartij,Dood direct
ECLI:NL:RBDHA:2023:5986,2016,2018,Oost-Nederland,Vrijspraak,Poging tot moord,Vergif,Man,Man,12,Doodslag,Noodweer,Observatie,Financieel,Schietpartij,Dood direct
ECLI:NL:GHARL:2019:5992,2018,2017,Rotterdam,Moord,Doodslag,Mes,Man,Vrouw,20,Moord,Geen verweer,Observatie,Wraak,Verstikking,Dood later
ECLI:NL:RBDHA:2022:1715,2010,2017,Noord-Nederland,Poging tot moord,Doodslag,Mes,Man,Man,8,Doodslag,Ontkenning,Bekentenis,Ruzie,Vergiftiging,Dood direct
ECLI:NL:RBDHA:2020:3428,2022,2024,Oost-Nederland,Doodslag,Doodslag,Vergif,Man,Man,8,Doodslag,Noodweer,Forensisch bewijs,Relatieproblemen,Slag met voorwerp,Dood direct
ECLI:NL:GHARL:2020:6881,2022,2021,Oost-Nederland,Doodslag,Poging tot moord,Wurging,Man,Vrouw,20,Doodslag,Noodweer,Forensisch bewijs,Ruzie,Steekpartij,Dood direct
ECLI:NL:HR:2018:2490,2020,2011,Noord-Nederland,Moord,Poging tot moord,Vuurwapen,Man,Vrouw,10,Doodslag,Noodweer,Observatie,Ruzie,Verstikking,Zwaar gewond
ECLI:NL:HR:2019:9165,2010,2018,Amsterdam,Vrijspraak,Doodslag,Anders,Man,Man,12,Moord,Ontkenning,Bekentenis,Psychose,Verstikking,Dood direct
ECLI:NL:RBDHA:2019:2597,2017,2013,Midden-Nederland,Doodslag,Doodslag,Mes,Man,Man,20,Doodslag,Ontkenning,Forensisch bewijs,Financieel,Steekpartij,Geen letsel
ECLI:NL:PHR:2020:3868,2012,2019,Oost-Nederland,Poging tot moord,Doodslag,Vuurwapen,Vrouw,Vrouw,10,Doodslag,Geen verweer,Forensisch bewijs,Wraak,Vergiftiging,Dood direct
ECLI:NL:RBDHA:2018:8280,2020,2014,Noord-Nederland,Moord,Moord,Vuurwapen,Man,Man,10,Moord,Geen verweer,Forensisch bewijs,Relatieproblemen,Steekpartij,Zwaar gewond
ECLI:NL:GHARL:2019:8105,2012,2013,Amsterdam,Moord,Doodslag,Anders,Man,Man,20,Moord,Noodweer,Bekentenis,Wraak,Verstikking,Dood later
ECLI:NL:RBDHA:2022:2856,2019,2022,Amsterdam,Doodslag,Doodslag,Mes,Man,Man,15,Doodslag,Noodweer,Observatie,Psychose,Schietpartij,Zwaar gewond
ECLI:NL:GHARL:2017:2393,2022,2017,Amsterdam,Moord,Moord,Vergif,Man,Man,10,Moord,Ontkenning,Observatie,Psychose,Steekpartij,Dood later
ECLI:NL:RBDHA:2017:8982,2010,2023,Rotterdam,Moord,Poging tot moord,Mes,Man,Vrouw,12,Doodslag,Ontkenning,Getuigenverklaring,Ruzie,Slag met voorwerp,Zwaar gewond
ECLI:NL:HR:2023:654,2013,2023,Oost-Nederland,Vrijspraak,Moord,Wurging,Man,Man,10,Doodslag,Noodweer,Observatie,Relatieproblemen,Verstikking,Geen letsel
ECLI:NL:HR:2015:204,2014,2024,Amsterdam,Doodslag,Doodslag,Mes,Man,Man,12,Doodslag,Ontkenning,Forensisch bewijs,Ruzie,Slag met voorwerp,Dood later
ECLI:NL:RBDHA:2017:3891,2019,2019,Midden-Nederland,Moord,Doodslag,Anders,Man,Vrouw,12,Doodslag,Geen verweer,Bekentenis,Financieel,Schietpartij,Dood later
ECLI:NL:HR:2017:249,2022,2015,Rotterdam,Doodslag,Doodslag,Wurging,Man,Vrouw,15,Moord,Geen verweer,Forensisch bewijs,Ruzie,Steekpartij,Zwaar gewond
ECLI:NL:PHR:2023:7571,2014,2021,Midden-Nederland,Vrijspraak,Moord,Wurging,Man,Man,10,Doodslag,Ontkenning,Bekentenis,Financieel,Steekpartij,Dood direct
ECLI:NL:GHARL:2015:8016,2021,2013,Amsterdam,Doodslag,Doodslag,Mes,Man,Vrouw,20,Doodslag,Noodweer,Forensisch bewijs,Wraak,Schietpartij,Dood later
ECLI:NL:RBDHA:2015:208,2021,2015,Oost-Nederland,Vrijspraak,Poging tot moord,Vuurwapen,Man,Man,10,Moord,Ontkenning,Observatie,Psychose,Slag met voorwerp,Zwaar gewond
ECLI:NL:RBDHA:2015:374,2020,2021,Oost-Nederland,Doodslag,Doodslag,Anders,Man,Vrouw,8,Doodslag,Ontkenning,Bekentenis,Financieel,Slag met voorwerp,Zwaar gewond
ECLI:NL:GHARL:2023:4797,2014,2023,Midden-Nederland,Doodslag,Moord,Vuurwapen,Vrouw,Man,8,Moord,Geen verweer,Getuigenverklaring,Ruzie,Verstikking,Dood direct
ECLI:NL:HR:2023:7154,2016,2024,Oost-Nederland,Moord,Moord,Anders,Vrouw,Man,8,Doodslag,Ontkenning,Bekentenis,Financieel,Steekpartij,Dood direct
ECLI:NL:PHR:2016:1678,2016,2022,Amsterdam,Poging tot moord,Poging tot moord,Mes,Man,Vrouw,20,Moord,Ontkenning,Observatie,Wraak,Schietpartij,Dood later
ECLI:NL:PHR:2018:3244,2015,2021,Noord-Nederland,Vrijspraak,Poging tot moord,Mes,Man,Vrouw,8,Moord,Ontkenning,Bekentenis,Financieel,Vergiftiging,Zwaar gewond
ECLI:NL:GHARL:2020:4479,2017,2016,Midden-Nederland,Moord,Doodslag,Wurging,Man,Vrouw,20,Doodslag,Geen verweer,Getuigenverklaring,Financieel,Verstikking,Dood later
ECLI:NL:RBDHA:2016:6212,2014,2011,Oost-Nederland,Vrijspraak,Moord,Vuurwapen,Man,Man,15,Doodslag,Ontkenning,Observatie,Ruzie,Vergiftiging,Dood direct
ECLI:NL:RBDHA:2022:9356,2013,2019,Oost-Nederland,Doodslag,Moord,Vuurwapen,Man,Man,15,Moord,Geen verweer,Observatie,Psychose,Verstikking,Zwaar gewond
ECLI:NL:PHR:2018:5014,2017,2024,Midden-Nederland,Poging tot moord,Moord,Mes,Man,Vrouw,8,Moord,Noodweer,Getuigenverklaring,Ruzie,Verstikking,Dood later
ECLI:NL:HR:2015:1631,2014,2019,Midden-Nederland,Doodslag,Moord,Vuurwapen,Man,Man,10,Doodslag,Ontkenning,Bekentenis,Ruzie,Schietpartij,Dood direct
ECLI:NL:RBDHA:2021:6279,2020,2013,Midden-Nederland,Vrijspraak,Moord,Vuurwapen,Man,Man,12,Doodslag,Ontkenning,Forensisch bewijs,Ruzie,Steekpartij,Dood direct
ECLI:NL:RBDHA:2015:254,2018,2012,Midden-Nederland,Moord,Doodslag,Mes,Man,Man,12,Doodslag,Noodweer,Getuigenverklaring,Psychose,Verstikking,Dood direct
ECLI:NL:PHR:2016:8289,2019,2011,Oost-Nederland,Vrijspraak,Moord,Wurging,Man,Man,8,Doodslag,Ontkenning,Forensisch bewijs,Ruzie,Schietpartij,Dood later
ECLI:NL:RBDHA:2020:9370,2016,2011,Noord-Nederland,Vrijspraak,Doodslag,Wurging,Man,Man,10,Moord,Noodweer,Forensisch bewijs,Ruzie,Schietpartij,Zwaar gewond
ECLI:NL:HR:2023:797,2019,2020,Oost-Nederland,Moord,Doodslag,Vuurwapen,Man,Man,10,Doodslag,Geen verweer,Bekentenis,Ruzie,Vergiftiging,Dood later
ECLI:NL:PHR:2018:9386,2011,2020,Rotterdam,Doodslag,Moord,Wurging,Man,Man,8,Doodslag,Geen verweer,Bekentenis,Relatieproblemen,Vergiftiging,Dood direct
ECLI:NL:RBDHA:2019:862,2010,2017,Oost-Nederland,Doodslag,Moord,Vergif,Man,Vrouw,12,Doodslag,Geen verweer,Getuigenverklaring,Financieel,Verstikking,Zwaar gewond
ECLI:NL:HR:2019:8997,2018,2019,Oost-Nederland,Vrijspraak,Moord,Vuurwapen,Man,Man,8,Doodslag,Ontkenning,Bekentenis,Ruzie,Schietpartij,Dood later
ECLI:NL:HR:2017:5252,2020,2019,Rotterdam,Doodslag,Doodslag,Mes,Man,Man,15,Doodslag,Noodweer,Forensisch bewijs,Financieel,Verstikking,Dood direct
ECLI:NL:HR:2018:9717,2015,2012,Oost-Nederland,Moord,Moord,Mes,Man,Man,15,Moord,Geen verweer,Observatie,Financieel,Slag met voorwerp,Dood direct
ECLI:NL:PHR:2021:1360,2018,2015,Rotterdam,Doodslag,Doodslag,Anders,Man,Man,10,Doodslag,Noodweer,Observatie,Relatieproblemen,Vergiftiging,Dood direct
ECLI:NL:GHARL:2017:9339,2020,2014,Amsterdam,Moord,Moord,Vuurwapen,Man,Vrouw,12,Doodslag,Ontkenning,Observatie,Psychose,Schietpartij,Dood direct
ECLI:NL:PHR:2021:8956,2019,2022,Rotterdam,Poging tot moord,Moord,Wurging,Man,Vrouw,8,Doodslag,Geen verweer,Getuigenverklaring,Psychose,Vergiftiging,Dood later
ECLI:NL:GHARL:2021:2392,2019,2022,Noord-Nederland,Moord,Doodslag,Vuurwapen,Man,Vrouw,8,Moord,Ontkenning,Getuigenverklaring,Psychose,Vergiftiging,Dood direct
ECLI:NL:HR:2023:5766,2014,2022,Oost-Nederland,Doodslag,Moord,Mes,Vrouw,Man,8,Moord,Noodweer,Observatie,Relatieproblemen,Steekpartij,Dood later
ECLI:NL:HR:2016:7261,2014,2016,Noord-Nederland,Vrijspraak,Poging tot moord,Vuurwapen,Man,Man,20,Moord,Ontkenning,Observatie,Financieel,Steekpartij,Zwaar gewond
ECLI:NL:PHR:2016:5680,2020,2014,Oost-Nederland,Moord,Moord,Mes,Vrouw,Man,15,Moord,Geen verweer,Forensisch bewijs,Psychose,Slag met voorwerp,Dood direct
ECLI:NL:RBDHA:2020:585,2011,2017,Rotterdam,Doodslag,Doodslag,Anders,Man,Vrouw,8,Doodslag,Ontkenning,Observatie,Ruzie,Slag met voorwerp,Zwaar gewond
ECLI:NL:GHARL:2022:8138,2017,2021,Noord-Nederland,Doodslag,Doodslag,Mes,Vrouw,Man,8,Doodslag,Geen verweer,Bekentenis,Relatieproblemen,Slag met voorwerp,Dood later
ECLI:NL:PHR:2020:9160,2011,2024,Oost-Nederland,Vrijspraak,Poging tot moord,Vergif,Man,Man,20,Doodslag,Ontkenning,Forensisch bewijs,Ruzie,Slag met voorwerp,Dood direct
ECLI:NL:RBDHA:2021:3143,2015,2019,Oost-Nederland,Vrijspraak,Doodslag,Vergif,Man,Man,20,Moord,Ontkenning,Bekentenis,Ruzie,Verstikking,Dood later
ECLI:NL:RBDHA:2016:4939,2014,2013,Amsterdam,Doodslag,Moord,Mes,Man,Man,10,Doodslag,Geen verweer,Getuigenverklaring,Ruzie,Schietpartij,Dood direct
ECLI:NL:PHR:2016:1444,2020,2013,Noord-Nederland,Moord,Poging tot moord,Mes,Man,Man,8,Doodslag,Ontkenning,Getuigenverklaring,Psychose,Steekpartij,Zwaar gewond
ECLI:NL:GHARL:2017:6325,2015,2013,Rotterdam,Doodslag,Poging tot moord,Mes,Man,Man,20,Doodslag,Ontkenning,Forensisch bewijs,Relatieproblemen,Slag met voorwerp,Zwaar gewond
ECLI:NL:PHR:2021:5288,2014,2014,Oost-Nederland,Moord,Moord,Mes,Man,Vrouw,15,Doodslag,Ontkenning,Observatie,Ruzie,Slag met voorwerp,Dood direct
ECLI:NL:GHARL:2016:1599,2014,2020,Noord-Nederland,Vrijspraak,Moord,Vuurwapen,Vrouw,Vrouw,10,Moord,Ontkenning,Bekentenis,Ruzie,Steekpartij,Zwaar gewond
ECLI:NL:HR:2019:7386,2020,2024,Oost-Nederland,Poging tot moord,Poging tot moord,Vuurwapen,Man,Man,20,Doodslag,Ontkenning,Forensisch bewijs,Ruzie,Slag met voorwerp,Zwaar gewond
ECLI:NL:GHARL:2019:1774,2021,2015,Amsterdam,Moord,Doodslag,Mes,Man,Vrouw,12,Doodslag,Geen verweer,Forensisch bewijs,Relatieproblemen,Schietpartij,Zwaar gewond
ECLI:NL:PHR:2016:3170,2020,2014,Amsterdam,Moord,Poging tot moord,Wurging,Man,Man,12,Doodslag,Noodweer,Getuigenverklaring,Relatieproblemen,Schietpartij,Zwaar gewond
ECLI:NL:RBDHA:2022:9225,2014,2012,Midden-Nederland,Doodslag,Moord,Wurging,Man,Man,15,Moord,Noodweer,Getuigenverklaring,Financieel,Vergiftiging,Dood later
ECLI:NL:RBDHA:2016:530,2013,2013,Noord-Nederland,Moord,Doodslag,Mes,Man,Man,20,Doodslag,Noodweer,Forensisch bewijs,Ruzie,Schietpartij,Zwaar gewond
ECLI:NL:HR:2020:9180,2012,2021,Midden-Nederland,Doodslag,Moord,Vuurwapen,Man,Man,8,Moord,Noodweer,Observatie,Financieel,Slag met voorwerp,Dood direct
ECLI:NL:HR:2020:6411,2018,2023,Oost-Nederland,Doodslag,Moord,Mes,Man,Man,12,Doodslag,Geen verweer,Getuigenverklaring,Financieel,Steekpartij,Dood later
ECLI:NL:HR:2019:6879,2022,2020,Midden-Nederland,Vrijspraak,Moord,Mes,Man,Vrouw,12,Moord,Ontkenning,Observatie,Psychose,Slag met voorwerp,Dood direct
ECLI:NL:RBDHA:2016:9267,2013,2024,Rotterdam,Vrijspraak,Doodslag,Wurging,Man,Man,15,Moord,Ontkenning,Forensisch bewijs,Relatieproblemen,Slag met voorwerp,Geen letsel
ECLI:NL:PHR:2023:2878,2010,2011,Oost-Nederland,Vrijspraak,Poging tot moord,Mes,Man,Man,10,Moord,Geen verweer,Bekentenis,Wraak,Slag met voorwerp,Zwaar gewond
ECLI:NL:RBDHA:2017:2374,2022,2024,Amsterdam,Moord,Poging tot moord,Wurging,Man,Vrouw,8,Doodslag,Ontkenning,Forensisch bewijs,Financieel,Vergiftiging,Dood direct
ECLI:NL:GHARL:2019:4497,2022,2023,Midden-Nederland,Doodslag,Poging tot moord,Vergif,Man,Man,12,Moord,Geen verweer,Observatie,Wraak,Slag met voorwerp,Dood direct
ECLI:NL:RBDHA:2017:1136,2022,2019,Oost-Nederland,Vrijspraak,Doodslag,Vergif,Vrouw,Man,20,Doodslag,Ontkenning,Observatie,Financieel,Steekpartij,Dood direct
ECLI:NL:PHR:2021:4621,2019,2018,Amsterdam,Vrijspraak,Doodslag,Wurging,Man,Man,15,Moord,Ontkenning,Bekentenis,Relatieproblemen,Steekpartij,Geen letsel
ECLI:NL:RBDHA:2019:8033,2016,2021,Midden-Nederland,Doodslag,Doodslag,Wurging,Man,Man,15,Moord,Noodweer,Getuigenverklaring,Relatieproblemen,Schietpartij,Geen letsel
ECLI:NL:HR:2020:4223,2020,2019,Rotterdam,Vrijspraak,Poging tot moord,Vergif,Man,Man,12,Doodslag,Noodweer,Observatie,Psychose,Steekpartij,Dood direct
ECLI:NL:PHR:2022:9828,2015,2012,Oost-Nederland,Doodslag,Doodslag,Vuurwapen,Vrouw,Man,15,Doodslag,Noodweer,Bekentenis,Financieel,Schietpartij,Dood later
ECLI:NL:PHR:2022:1852,2020,2015,Rotterdam,Doodslag,Poging tot moord,Vuurwapen,Man,Vrouw,8,Moord,Ontkenning,Getuigenverklaring,Financieel,Vergiftiging,Zwaar gewond
